,best_epoch_mean,best_epoch_std,best_test_loss_mean,best_test_loss_std,datasetname,model,n_normflows,percent,test_error_rate_mean,test_error_rate_std,test_measures
224,119.8,217.507149308,6.41160992866,0.507625064697,concrete,baselineplus,8,1.0,inf,,best_val_loss
225,61.5,82.6259644422,18.140100789,1.0413474477,concrete,baselineplus,20,1.0,inf,,best_val_loss
226,47.4,93.1527777364,4.16800970923,0.616624136172,concrete,planarflow,1,0.25,7.98261156082,1.86533241502,best_val_loss
227,74.7,92.4814035361,49.4301002577,14.0375508764,concrete,planarflow,2,0.25,17.3887522697,1.17779278247,best_val_loss
228,46.7,86.0140104867,4.74298317301,0.839074003909,concrete,planarflow,3,0.25,8.02176609039,2.1829134779,best_val_loss
229,53.0,103.003883422,14.3480479836,3.99024036179,concrete,planarflow,4,0.25,9.86952376366,2.99630103735,best_val_loss
230,59.3,88.5415721568,16.4806180516,4.59219789923,concrete,planarflow,8,0.25,10.0794719219,3.00151655222,best_val_loss
231,0.0,0.0,,,concrete,planarflow,20,0.25,inf,,best_val_loss
232,182.1,322.203491601,2.98562620589,0.282434770282,concrete,planarflow,1,0.5,17.8204706192,0.695940352549,best_val_loss
233,72.6,118.822725099,2.94069081772,0.139553887581,concrete,planarflow,2,0.5,inf,,best_val_loss
234,77.5,116.612392137,3.05596034473,0.214196015831,concrete,planarflow,3,0.5,inf,,best_val_loss
235,54.6,87.9195086428,87.6713485273,16.0887959501,concrete,planarflow,4,0.5,17.3879201889,0.731557816371,best_val_loss
236,47.9,78.354897741,17.9271570446,3.56335008046,concrete,planarflow,8,0.5,9.70729179382,1.75617669011,best_val_loss
237,0.0,0.0,,,concrete,planarflow,20,0.5,inf,,best_val_loss
238,57.7,68.5376538846,22.8335436429,7.0860086039,concrete,planarflow,1,1.0,17.7235967636,0.85783396365,best_val_loss
239,54.8,73.2922915456,3.75213098125,0.953096906516,concrete,planarflow,2,1.0,inf,,best_val_loss
240,53.4,75.9634122456,3.04276768459,0.197552814212,concrete,planarflow,3,1.0,inf,,best_val_loss
241,35.6,51.0337143465,4.09691630984,0.179366466894,concrete,planarflow,4,1.0,7.59529027939,0.542552611844,best_val_loss
242,150.1,233.555325351,30.6045195151,79.3034221452,concrete,planarflow,8,1.0,15.3079881191,17.3863407334,best_val_loss
243,0.0,0.0,,,concrete,planarflow,20,1.0,inf,,best_val_loss
244,55.3,128.057057595,0.507185073038,0.338230262011,concrete,baselinedet,1,0.25,inf,,best_val_loss
245,45.3,83.4913768002,0.473529582348,0.422925032451,concrete,baselinedet,2,0.25,inf,,best_val_loss
246,45.0,65.9605942969,0.502056760695,0.473381013792,concrete,baselinedet,3,0.25,7.01846413612,4.29027928741,best_val_loss
247,16.7,36.0528778324,0.304726617776,0.457333500446,concrete,baselinedet,4,0.25,inf,,best_val_loss
248,75.2,149.959861296,0.246688036635,0.419277772839,concrete,baselinedet,8,0.25,inf,,best_val_loss
249,39.0,75.4479953345,0.365547534274,0.503972851237,concrete,baselinedet,20,0.25,inf,,best_val_loss
250,43.5,84.8625359037,0.308152948768,0.284015313968,concrete,baselinedet,1,0.5,inf,,best_val_loss
251,35.1,64.9822283398,0.406332630787,0.250673043914,concrete,baselinedet,2,0.5,6.30219802856,1.92602957598,best_val_loss
252,38.4,66.720611508,0.319814760708,0.22813015955,concrete,baselinedet,3,0.5,inf,,best_val_loss
253,35.2,66.7439884933,0.659564908963,0.193291343093,concrete,baselinedet,4,0.5,8.04999022484,1.85266135051,best_val_loss
254,38.0,66.2570750939,0.442345900674,0.35262077729,concrete,baselinedet,8,0.5,6.51872491837,3.36358740399,best_val_loss
255,43.9,80.8770053847,0.422926687037,0.272501627884,concrete,baselinedet,20,0.5,6.546144104,2.09878988709,best_val_loss
256,37.7,69.606106054,0.42836841287,0.173343378367,concrete,baselinedet,1,1.0,5.98923001289,1.41466759701,best_val_loss
257,40.7,69.4853221911,0.402076602677,0.154309645492,concrete,baselinedet,2,1.0,6.01282892227,1.22120206964,best_val_loss
258,40.3,75.3233695476,0.49688010725,0.264780275689,concrete,baselinedet,3,1.0,6.70085096359,2.78558443418,best_val_loss
259,63.3,123.399392219,0.36347777774,0.153737490509,concrete,baselinedet,4,1.0,5.76234455109,0.969265805434,best_val_loss
260,25.4,45.6775656094,0.431487589438,0.423407640162,concrete,baselinedet,8,1.0,inf,,best_val_loss
261,54.0,108.342050931,0.371209352919,0.148500234481,concrete,baselinedet,20,1.0,inf,,best_val_loss
262,3.5,8.42911620515,,,concrete,radialflow,1,0.25,inf,,best_val_loss
263,4.7,9.83920728514,,,concrete,radialflow,2,0.25,inf,,best_val_loss
264,4.3,10.2571925984,,,concrete,radialflow,3,0.25,inf,,best_val_loss
265,2.4,5.73061951276,,,concrete,radialflow,4,0.25,inf,,best_val_loss
266,40.3,51.8344480052,12.4531395276,3.71668896546,concrete,radialflow,8,0.25,inf,,best_val_loss
267,0.0,0.0,inf,,concrete,radialflow,20,0.25,inf,,best_val_loss
268,1.2,2.56124969497,,,concrete,radialflow,1,0.5,inf,,best_val_loss
269,1.2,2.56124969497,,,concrete,radialflow,2,0.5,inf,,best_val_loss
270,15.3,31.4771345583,,,concrete,radialflow,3,0.5,inf,,best_val_loss
271,3.1,6.51843539509,,,concrete,radialflow,4,0.5,inf,,best_val_loss
272,89.2,151.004503244,7.41748552529,1.74544530103,energy,mixture,1,0.25,inf,,best_val_loss
273,22.0,12.7121988657,20.2608410261,6.36008236097,energy,mixture,2,0.25,42.222046566,19.1937161366,best_val_loss
274,100.1,133.983916945,658.439847997,1609.42552607,energy,mixture,3,0.25,inf,,best_val_loss
275,25.3,28.6602512201,7.9521064362,2.54146403997,energy,mixture,4,0.25,65.7154748917,33.4402091549,best_val_loss
276,56.5,73.5,4.97648947786,5.7108256097,energy,mixture,8,0.25,7.09255738258,12.4313538043,best_val_loss
277,31.0,35.721142199,34.9848543638,18.9778581079,energy,mixture,20,0.25,inf,,best_val_loss
278,20.6,20.2642542424,6.98374762102,2.23169204722,energy,mixture,1,0.5,inf,,best_val_loss
279,57.1,81.4130824868,2.38335599187,0.341577317585,energy,mixture,2,0.5,inf,,best_val_loss
280,71.7,87.04602231,2.85848553947,0.317984379027,energy,mixture,3,0.5,2.83428971767,0.192478189705,best_val_loss
281,56.9,86.4493493324,1052.20115247,2521.58732826,energy,mixture,4,0.5,inf,,best_val_loss
282,62.7,95.2323999488,3.08521817721,0.350106848253,energy,mixture,8,0.5,inf,,best_val_loss
283,68.3,86.0697972578,5.95369529105,3.64386130668,energy,mixture,20,0.5,inf,,best_val_loss
284,59.2,78.6610449969,9.34515093519,4.50072215512,energy,mixture,1,1.0,10.4690763474,1.00727856634,best_val_loss
285,75.3,103.2579779,10.4373946153,4.48535126289,energy,mixture,2,1.0,9.94338064194,0.917398683953,best_val_loss
286,70.3,77.6286673852,2.97411202249,0.375755623923,energy,mixture,3,1.0,inf,,best_val_loss
287,16.3,13.5133267555,1212.13120076,2254.57659062,energy,mixture,4,1.0,60.234059906,27.9036949021,best_val_loss
288,77.1,103.217682594,3.18177927851,0.717270633688,energy,mixture,8,1.0,inf,,best_val_loss
289,62.0,95.5143968206,4.08389693339,1.73682567232,energy,mixture,20,1.0,inf,,best_val_loss
290,50.1,97.9984183546,7.75067469609,2.06811145914,energy,baseline,1,0.25,17.5909133434,7.64429325775,best_val_loss
291,61.3,118.6280321,3.01828251628,0.19473006334,energy,baseline,2,0.25,10.2884340286,0.571296039093,best_val_loss
292,48.8,101.61279447,6.13036309114,0.914324812218,energy,baseline,3,0.25,10.5900068283,0.639777478633,best_val_loss
293,24.7,37.4380822158,7.34333488167,2.67146316283,energy,baseline,4,0.25,inf,,best_val_loss
294,65.2,102.155567641,3.49706787304,0.350334929965,energy,baseline,8,0.25,2.91961548328,0.210902477526,best_val_loss
295,73.1,111.480446716,2.48613353521,0.336888108235,energy,baseline,20,0.25,inf,,best_val_loss
296,48.5,89.5067036596,3.01395326094,0.119666679913,energy,baseline,1,0.5,10.2267529488,0.598025693147,best_val_loss
297,50.5,52.5171400592,2.59874234427,0.139118643148,energy,baseline,2,0.5,2.73318600655,0.168589106691,best_val_loss
298,46.4,51.3910498044,3.17023474086,0.301836856405,energy,baseline,3,0.5,inf,,best_val_loss
299,46.3,91.2601227262,6.04741980482,0.579039679004,energy,baseline,4,0.5,10.4544148445,0.530423752832,best_val_loss
300,54.9,59.795401161,2.97461058134,0.238004634654,energy,baseline,8,0.5,inf,,best_val_loss
301,42.7,54.6187696676,3.24319755216,0.285674224778,energy,baseline,20,0.5,inf,,best_val_loss
302,37.4,72.8219747054,6.5376105998,0.829172916599,energy,baseline,1,1.0,10.8748110771,0.663945165334,best_val_loss
303,46.3,91.1087811355,6.51000379752,0.833265763752,energy,baseline,2,1.0,10.3335780144,0.537282453061,best_val_loss
304,51.7,60.623510291,3.25975644723,0.135719618901,energy,baseline,3,1.0,inf,,best_val_loss
305,4.0,6.260990337,436.763740582,173.523129979,energy,baseline,4,1.0,6.42160620689,1.70583761581,best_val_loss
306,42.0,50.7818865345,2.52961803515,0.106122897999,energy,baseline,8,1.0,inf,,best_val_loss
307,38.1,43.5142505393,3.39248629974,0.203370544173,energy,baseline,20,1.0,inf,,best_val_loss
308,41.6,54.7159940054,6.38460158971,2.78852271735,energy,planarflowdet,1,0.25,30.1645954609,28.3578120815,best_val_loss
309,73.0,122.995121854,4.98763391404,1.097490006,energy,planarflowdet,2,0.25,inf,,best_val_loss
310,83.7,126.983502866,9.624859094,2.28582139657,energy,planarflowdet,3,0.25,2.2234685719,2.37641786723,best_val_loss
311,71.1,105.087059146,5.21850556584,2.71273280436,energy,planarflowdet,4,0.25,inf,,best_val_loss
312,116.0,174.728360606,1.04677020569,0.196447549159,energy,planarflowdet,8,0.25,inf,,best_val_loss
313,65.9,79.5455215584,449.126074357,975.150123438,energy,planarflowdet,20,0.25,1415.42477322,1411.71803157,best_val_loss
314,54.8,97.5754067376,2.48970459116,0.16479739798,energy,planarflowdet,1,0.5,inf,,best_val_loss
315,78.8,75.1741977011,2.45740095289,0.470314563941,energy,planarflowdet,2,0.5,inf,,best_val_loss
316,88.3,105.273025985,1.28016010218,0.103896587486,energy,planarflowdet,3,0.5,1.97887316942,1.20766506535,best_val_loss
317,58.2,88.2165517349,9.91861677459,1.58834165903,energy,planarflowdet,4,0.5,1.93902782798,1.42604646556,best_val_loss
318,60.0,83.9190085737,29.2038767001,23.4544926262,energy,planarflowdet,8,0.5,259.572871017,279.110805706,best_val_loss
319,68.4,114.223640285,1323.77915072,2346.08196083,energy,planarflowdet,20,0.5,inf,,best_val_loss
320,44.5,73.7078693221,7.49262638587,0.65651081691,energy,planarflowdet,1,1.0,0.796063613892,0.187535398161,best_val_loss
321,58.4,82.4053396328,14.5112870515,2.19550613222,energy,planarflowdet,2,1.0,2.73088817,2.12216123253,best_val_loss
322,33.9,29.7403765948,26.406120003,20.2118172429,energy,planarflowdet,3,1.0,65.9223259926,54.7048125596,best_val_loss
323,46.0,30.0266548253,105.644878946,92.4569427067,energy,planarflowdet,4,1.0,154.724718571,126.564140349,best_val_loss
324,49.5,73.9922293217,2.15569112208,2.5289378518,energy,planarflowdet,8,1.0,inf,,best_val_loss
325,63.3,79.1556062449,3.29577015881,5.33176383735,energy,planarflowdet,20,1.0,17.0378913879,37.6977506521,best_val_loss
326,33.5,27.659537234,0.396851435575,0.137351329365,energy,baselinedetplus,1,0.25,inf,,best_val_loss
327,29.6,27.5688229709,0.50875008323,0.529008955255,energy,baselinedetplus,2,0.25,4.91759021282,4.18912726785,best_val_loss
328,34.6,41.010242623,1.06815462979,0.571312509354,energy,baselinedetplus,3,0.25,8.64901144505,4.79265799038,best_val_loss
329,25.7,35.2903669576,1.1822438079,0.525188179684,energy,baselinedetplus,4,0.25,9.39312956333,5.4521811431,best_val_loss
330,85.1,72.1878798691,1.67322273254,0.704172154742,energy,baselinedetplus,8,0.25,15.8301724434,12.1645611069,best_val_loss
331,37.2,44.2601400811,1.16771117124,0.798923985868,energy,baselinedetplus,20,0.25,11.112767005,14.0718046872,best_val_loss
332,72.9,99.1861381444,1.00914562275,0.530982331495,energy,baselinedetplus,1,0.5,7.77633030415,3.64265483091,best_val_loss
333,29.1,24.2505670037,0.982593758075,0.478026934786,energy,baselinedetplus,2,0.5,inf,,best_val_loss
334,39.2,55.3476286755,0.497379992844,0.342692014492,energy,baselinedetplus,3,0.5,inf,,best_val_loss
335,32.1,35.6747810084,0.472030074875,0.181577132153,energy,baselinedetplus,4,0.5,3.90903365612,0.581605896299,best_val_loss
336,65.6,85.1812185872,0.882656540809,0.438687967837,energy,baselinedetplus,8,0.5,6.41495552063,2.8650855359,best_val_loss
337,37.0,42.2279528275,1.21373078235,0.552201831343,energy,baselinedetplus,20,0.5,inf,,best_val_loss
338,22.5,20.9630627533,0.453678118718,0.313997106594,energy,baselinedetplus,1,1.0,4.11095278263,2.00012162254,best_val_loss
339,12.6,14.3610584568,0.874367845213,0.497805531707,energy,baselinedetplus,2,1.0,inf,,best_val_loss
340,55.0,68.8796051092,0.496043794805,0.185104439274,energy,baselinedetplus,3,1.0,3.93223733902,0.939354731529,best_val_loss
341,29.5,22.4599643811,1.27720812513,0.246798842549,energy,baselinedetplus,4,1.0,inf,,best_val_loss
342,34.7,33.6750649591,0.533973889537,0.311251611036,energy,baselinedetplus,8,1.0,inf,,best_val_loss
343,53.9,64.6675343584,1.23440601299,0.354033507939,energy,baselinedetplus,20,1.0,inf,,best_val_loss
344,28.5,57.9607625899,18.1302252369,7.02499933619,energy,baselineplus,1,0.25,inf,,best_val_loss
345,58.0,122.787621526,9.59671289023,0.992545194683,energy,baselineplus,2,0.25,10.0254053116,0.673834242933,best_val_loss
346,46.1,98.9024266639,129.881399893,58.383576432,energy,baselineplus,3,0.25,39.2352527142,21.7759602267,best_val_loss
347,28.6,54.1833922895,45.0653106425,18.5872271236,energy,baselineplus,4,0.25,127.52148819,60.7618317466,best_val_loss
348,74.0,105.183648919,7.80012125783,0.76388819917,energy,baselineplus,8,0.25,inf,,best_val_loss
349,83.6,115.981205374,17.6769084418,2.3187449851,energy,baselineplus,20,0.25,10.1541757584,1.64481330045,best_val_loss
350,13.7,19.5553061853,18.8209306131,6.90022612455,energy,baselineplus,1,0.5,49.740425396,21.050475656,best_val_loss
351,74.8,88.0156804212,5.38276660226,0.475020186631,energy,baselineplus,2,0.5,inf,,best_val_loss
352,66.9,77.6523663516,10.680960187,1.97487489037,energy,baselineplus,3,0.5,inf,,best_val_loss
353,54.9,110.824591134,46.3666482405,8.16002421467,energy,baselineplus,4,0.5,10.1502485275,0.512277777055,best_val_loss
354,72.9,77.2508252383,7.83759727973,0.786771498426,energy,baselineplus,8,0.5,25.3455413818,2.84103385232,best_val_loss
355,71.6,84.4454853737,10.8811653963,0.840594242809,energy,baselineplus,20,0.5,inf,,best_val_loss
356,40.5,79.6382445814,16.3840993741,3.75348857817,energy,baselineplus,1,1.0,10.3649128914,0.624771164263,best_val_loss
357,37.8,73.6339595567,27.4751822633,5.82913802229,energy,baselineplus,2,1.0,10.3906297684,0.495468311655,best_val_loss
358,64.0,54.5490604869,10.9411989352,0.180393416037,energy,baselineplus,3,1.0,4.47973694801,0.413138715281,best_val_loss
359,3.3,4.60543157587,3988.01084548,1485.12697347,energy,baselineplus,4,1.0,13.9180164337,3.31558140763,best_val_loss
360,67.9,71.8156668144,9.77570081769,0.204213156213,energy,baselineplus,8,1.0,5.9977918148,0.881641078087,best_val_loss
361,58.3,80.3555225233,12.0048085134,0.167961029749,energy,baselineplus,20,1.0,56.621975708,5.48484712635,best_val_loss
362,35.7,27.3607382941,6.75176038205,1.62173987403,energy,planarflow,1,0.25,46.155399704,19.6748273501,best_val_loss
363,90.2,140.218971612,3.98178667341,0.564633193048,energy,planarflow,2,0.25,10.3874920845,0.587757854224,best_val_loss
364,90.3,148.546322741,10.7106701112,1.91849902893,energy,planarflow,3,0.25,10.3551991463,0.4701648757,best_val_loss
365,88.2,158.14031744,4.40348471439,0.315934203704,energy,planarflow,4,0.25,inf,,best_val_loss
366,72.8,129.764247773,4.08419655061,0.488877442315,energy,planarflow,8,0.25,inf,,best_val_loss
367,0.0,0.0,,,energy,planarflow,20,0.25,inf,,best_val_loss
368,45.4,38.7716391193,6.7090440263,1.87231326919,energy,planarflow,1,0.5,44.2644459724,22.7802612131,best_val_loss
369,68.6,90.4015486593,3.13191823998,0.424187608996,energy,planarflow,2,0.5,2.9836823225,0.416994780009,best_val_loss
370,86.4,116.623496775,3.62244398439,0.331180308764,energy,planarflow,3,0.5,3.00466339588,0.292007299672,best_val_loss
371,94.2,135.710574385,16.5096658913,2.55855834012,energy,planarflow,4,0.5,10.6383019447,0.627993365533,best_val_loss
372,78.4,117.239242577,4.15024144887,0.412099678349,energy,planarflow,8,0.5,inf,,best_val_loss
373,0.0,0.0,,,energy,planarflow,20,0.5,inf,,best_val_loss
374,21.0,34.5224564595,0.564182849983,0.442010237079,energy,baselinedet,1,0.25,inf,,best_val_loss
375,44.5,60.0587212651,0.299348642919,0.128896182401,energy,baselinedet,2,0.25,inf,,best_val_loss
376,35.5,37.4973332385,0.453899239875,0.353142921592,energy,baselinedet,3,0.25,4.23258063793,2.23987374853,best_val_loss
377,21.3,30.7247457272,0.873536057906,0.468593313379,energy,baselinedet,4,0.25,inf,,best_val_loss
378,27.0,15.0996688705,0.406487881054,0.130841900559,energy,baselinedet,8,0.25,inf,,best_val_loss
379,27.0,22.7024227782,1.03098629976,0.516268906805,energy,baselinedet,20,0.25,inf,,best_val_loss
380,26.8,17.0047052312,0.405729288869,0.0989527012368,energy,baselinedet,1,0.5,3.69571845531,0.383863522929,best_val_loss
381,17.9,10.5494075663,0.40851589302,0.138103018159,energy,baselinedet,2,0.5,inf,,best_val_loss
382,32.3,28.2065595208,0.305389576454,0.152717019526,energy,baselinedet,3,0.5,3.43854694366,0.724047421102,best_val_loss
383,31.7,37.4167074981,0.838725932233,0.584856170988,energy,baselinedet,4,0.5,inf,,best_val_loss
384,37.3,42.4383081661,0.247833119739,0.0982073336779,energy,baselinedet,8,0.5,inf,,best_val_loss
385,30.3,12.767536959,0.401348147454,0.107052750229,energy,baselinedet,20,0.5,3.7149418354,0.320625394214,best_val_loss
386,23.7,16.6015059558,0.328956926024,0.0955683065236,energy,baselinedet,1,1.0,3.49168360233,0.398182282643,best_val_loss
387,14.3,15.0003333296,1.09135778601,0.455170304757,energy,baselinedet,2,1.0,inf,,best_val_loss
388,13.9,15.1950649883,1.07220080735,0.439197902458,energy,baselinedet,3,1.0,8.08501775265,3.13563205688,best_val_loss
389,40.2,43.7853856897,0.211885887617,0.153769026412,energy,baselinedet,4,1.0,3.06521854401,0.602367480277,best_val_loss
390,10.6,8.845337755,0.425231405977,0.146167431345,energy,baselinedet,8,1.0,3.94454574585,0.600234408404,best_val_loss
391,55.3,80.9518992983,-1.20205991175,0.374206813881,energy,baselinedet,20,1.0,inf,,best_val_loss
392,8.4,5.74804314528,10.3981537365,2.06720323103,powerplant,mixture,1,0.25,11.9057534218,1.96129517096,best_val_loss
393,82.4,105.130585464,9.9582209426,1.39556793716,powerplant,mixture,2,0.25,8.54315767288,0.74928257932,best_val_loss
394,79.3,129.31593096,7.46146785852,0.770431125187,powerplant,mixture,3,0.25,inf,,best_val_loss
395,19.7,18.5313248312,10.6994707268,1.68691922799,powerplant,mixture,4,0.25,13.1343358994,2.39743968075,best_val_loss
396,77.9,93.8503596157,4.02642428652,0.527746614402,powerplant,mixture,8,0.25,inf,,best_val_loss
397,82.6,102.015881117,4.95753714981,1.76892264193,powerplant,mixture,20,0.25,inf,,best_val_loss
398,64.8,72.572446562,9.50454586485,6.6897745554,powerplant,mixture,1,0.5,inf,,best_val_loss
399,61.3,70.1256729023,59.8537163118,148.126451799,powerplant,mixture,2,0.5,inf,,best_val_loss
400,86.3,122.106551831,7.64152327763,0.873747201817,powerplant,mixture,3,0.5,10.5671733856,0.340579047348,best_val_loss
401,21.1,15.8836393815,10.8553560592,1.39724462624,powerplant,mixture,4,0.5,13.530721283,1.7655989937,best_val_loss
402,92.5,143.006468385,177.855481357,495.996768165,powerplant,mixture,8,0.5,inf,,best_val_loss
403,11.0,10.7517440446,12.6185556123,1.51961818996,powerplant,mixture,20,0.5,21.4741138458,6.08518672106,best_val_loss
404,13.3,10.5834776893,10.7378831077,1.95042786028,powerplant,mixture,1,1.0,13.7011933327,3.83646421862,best_val_loss
405,26.6,35.5280171133,1444.95928828,251.26894051,powerplant,mixture,2,1.0,46.4470280647,40.3861353824,best_val_loss
406,21.1,16.5556636835,14.215396166,2.1785100925,powerplant,mixture,3,1.0,19.9182040215,6.24475892774,best_val_loss
407,25.8,30.5705740869,180.637870607,35.6705457585,powerplant,mixture,4,1.0,31.1172242165,19.7622663545,best_val_loss
408,11.8,12.0233106922,11.2732731069,1.07575804507,powerplant,mixture,8,1.0,16.8029886246,6.35614279369,best_val_loss
409,17.8,12.7655787178,41.0304482391,8.14290337917,powerplant,mixture,20,1.0,31.6961591721,16.5912359433,best_val_loss
410,27.2,29.6,3.49559401429,0.0417300171551,powerplant,baselinedet,1,0.25,inf,,best_val_loss
411,26.4,28.7652568214,3.46152933055,0.0385922898795,powerplant,baselinedet,2,0.25,inf,,best_val_loss
412,26.5,33.2783713544,3.45766912797,0.0500588688061,powerplant,baselinedet,3,0.25,inf,,best_val_loss
413,23.3,26.7770424058,3.44329983224,0.0573060958902,powerplant,baselinedet,4,0.25,inf,,best_val_loss
414,27.1,24.1099564496,3.46316224101,0.0650219785879,powerplant,baselinedet,8,0.25,inf,,best_val_loss
415,25.0,26.0499520153,3.45403678998,0.0397943955824,powerplant,baselinedet,20,0.25,inf,,best_val_loss
416,36.6,36.8760084608,3.41626999555,0.0387831853376,powerplant,baselinedet,1,0.5,8.11942391396,0.149669380748,best_val_loss
417,26.7,26.9705394829,3.43386342717,0.0520256990927,powerplant,baselinedet,2,0.5,inf,,best_val_loss
418,24.9,20.8348266131,3.46560354522,0.0812498895847,powerplant,baselinedet,3,0.5,inf,,best_val_loss
419,26.5,20.2891596672,3.47339280466,0.0425009517482,powerplant,baselinedet,4,0.5,8.18712611198,0.123383624678,best_val_loss
420,25.2,21.7154323006,3.45625423483,0.0406933257816,powerplant,baselinedet,8,0.5,inf,,best_val_loss
421,17.5,12.9015502944,3.67859774503,0.061348462768,powerplant,baselinedet,20,0.5,8.31515512466,0.134303378569,best_val_loss
422,14.0,14.4568322948,3.72594625539,0.0734804438652,powerplant,baselinedet,1,1.0,inf,,best_val_loss
423,14.8,14.4346804606,4.08369339611,0.804494437414,powerplant,baselinedet,2,1.0,inf,,best_val_loss
424,7.5,8.36958780347,3.67893002629,0.0593624293682,powerplant,baselinedet,3,1.0,8.37398262024,0.0858587873186,best_val_loss
425,16.1,14.3906219463,5.28404062684,0.828652809403,powerplant,baselinedet,4,1.0,inf,,best_val_loss
426,18.4,14.6437700064,5.11663549218,0.905096289612,powerplant,baselinedet,8,1.0,inf,,best_val_loss
427,36.0,34.8969912743,5.09506682871,0.868975568787,powerplant,baselinedet,20,1.0,10.4613461494,1.25615695302,best_val_loss
428,21.6,23.2860473245,10.1492001652,2.61157016664,powerplant,baseline,1,0.25,10.5665336609,1.19189060842,best_val_loss
429,7.1,5.00899191455,10.7216692407,2.19324001802,powerplant,baseline,2,0.25,10.8337903023,1.40751446316,best_val_loss
430,69.8,80.5751822834,6.13146006638,0.0946277219451,powerplant,baseline,3,0.25,11.2855279922,0.136545504604,best_val_loss
431,12.6,16.3658180364,9.72864760422,1.92170404472,powerplant,baseline,4,0.25,10.225703907,0.952239106957,best_val_loss
432,57.0,82.8009661779,3.9125315816,0.0640204855176,powerplant,baseline,8,0.25,8.20444288254,0.175595503835,best_val_loss
433,48.0,61.8029125527,3.86510790297,0.0740825211538,powerplant,baseline,20,0.25,inf,,best_val_loss
434,35.7,70.4812741088,6.79099028829,0.199696743367,powerplant,baseline,1,0.5,11.3320205688,0.114384130505,best_val_loss
435,51.5,61.110146457,10.5856065793,0.279415088456,powerplant,baseline,2,0.5,inf,,best_val_loss
436,52.9,66.2471886196,6.18867649888,0.0550187965929,powerplant,baseline,3,0.5,11.3150929451,0.126628238251,best_val_loss
437,7.0,9.61249187256,8.84331818105,1.92078944682,powerplant,baseline,4,0.5,inf,,best_val_loss
438,35.7,70.6428340315,6.8442730613,0.22851890988,powerplant,baseline,8,0.5,11.3767464638,0.101081756753,best_val_loss
439,12.4,15.2262930485,9.37404556832,2.08292411829,powerplant,baseline,20,0.5,9.91882390976,1.37554088949,best_val_loss
440,14.7,15.1396829557,10.65121106,2.10395918787,powerplant,baseline,1,1.0,10.8988512993,1.12007366009,best_val_loss
441,1.6,1.2,1023.74884273,436.016642403,powerplant,baseline,2,1.0,10.1591359138,3.16059840448,best_val_loss
442,12.3,14.5399449793,15.0165254291,2.93332833338,powerplant,baseline,3,1.0,10.7593190193,1.5542019069,best_val_loss
443,1.3,0.640312423743,124.448976055,24.4481054119,powerplant,baseline,4,1.0,8.68680953979,0.514549446467,best_val_loss
