,best_epoch_mean,best_epoch_std,best_test_loss_mean,best_test_loss_std,datasetname,model,n_normflows,percent,test_error_rate_mean,test_error_rate_std,test_measures
444,11.7,12.5463141998,10.201087038,2.39460050423,powerplant,baseline,8,1.0,10.8442770004,1.36848444909,best_val_loss
445,17.1,29.8209657791,30.8493869103,3.22496685322,powerplant,baseline,20,1.0,10.7461849213,2.3867322161,best_val_loss
446,15.8,13.8838035134,8.11480413136,1.56973136434,powerplant,planarflowdet,1,0.25,14.3823666573,8.76582396418,best_val_loss
447,71.7,120.159935087,3.60670647111,0.0527476825821,powerplant,planarflowdet,2,0.25,inf,,best_val_loss
448,60.8,128.652088984,3.89840978864,0.0726245862492,powerplant,planarflowdet,3,0.25,8.14422941208,0.148891984235,best_val_loss
449,21.7,15.0668510313,9.95150916918,2.78662522165,powerplant,planarflowdet,4,0.25,274.494395638,573.260604344,best_val_loss
450,95.5,77.5077415488,5.59449737453,3.44584323319,powerplant,planarflowdet,8,0.25,8.88007879257,2.11225860208,best_val_loss
451,97.8,161.434692678,4.52976209215,1.6441741401,powerplant,planarflowdet,20,0.25,9.2850438118,2.85352515733,best_val_loss
452,41.6,66.3930719277,49.0983910316,121.69947629,powerplant,planarflowdet,1,0.5,8.19237375259,0.133502989633,best_val_loss
453,88.0,128.428968695,4.1817210528,0.293928894104,powerplant,planarflowdet,2,0.5,8.25730676651,0.100044837883,best_val_loss
454,67.3,110.207123182,4.44045275798,0.174860593258,powerplant,planarflowdet,3,0.5,inf,,best_val_loss
455,61.9,100.802232118,4.1888672534,0.192956939617,powerplant,planarflowdet,4,0.5,inf,,best_val_loss
456,76.1,92.612580139,4.69458398344,0.0933495262527,powerplant,planarflowdet,8,0.5,inf,,best_val_loss
457,12.3,10.2474387044,21.4718353941,10.5970894151,powerplant,planarflowdet,20,0.5,inf,,best_val_loss
458,19.4,9.98198377077,17.4256686103,3.46440010817,powerplant,planarflowdet,8,1.0,168.979119778,279.980214653,best_val_loss
459,6.4,4.86209831246,8.31229932593,1.07353879955,powerplant,planarflowdet,1,1.0,14.2704687119,9.90303770535,best_val_loss
460,19.1,11.1485425056,1024.28637122,327.022658594,powerplant,planarflowdet,2,1.0,47.2237076759,55.5167220667,best_val_loss
461,28.1,18.7160359051,18.3528769392,4.95093977935,powerplant,planarflowdet,3,1.0,85.8879854202,177.049102877,best_val_loss
462,32.4,24.5365034184,118.454556713,22.7927328005,powerplant,planarflowdet,4,1.0,39.1474245071,33.4683458371,best_val_loss
463,29.2,18.8986772024,0.0955378107122,0.0561291561954,toy1d,mixture,1,0.25,inf,,best_val_loss
464,21.0,18.6708328684,0.844931933027,2.3450288651,toy1d,mixture,2,0.25,inf,,best_val_loss
465,18.6,15.8379291576,0.0591218301545,0.0824077464611,toy1d,mixture,3,0.25,inf,,best_val_loss
466,17.0,21.5081379947,0.0957851405917,0.0547128264538,toy1d,mixture,4,0.25,inf,,best_val_loss
467,17.6,13.6981750609,0.455439306064,1.04911071187,toy1d,mixture,8,0.25,inf,,best_val_loss
468,27.8,27.3452006758,0.0970409677672,0.0651813993377,toy1d,mixture,20,0.25,inf,,best_val_loss
469,19.2,14.8781719307,0.0967965529102,0.0687217009611,toy1d,mixture,1,0.5,inf,,best_val_loss
470,22.4,15.4609184721,0.103612030227,0.0757677359998,toy1d,mixture,2,0.5,inf,,best_val_loss
471,29.5,23.5340179315,0.0593216166973,0.0794773126834,toy1d,mixture,3,0.5,inf,,best_val_loss
472,13.2,12.3596116444,0.675416075676,1.73787308066,toy1d,mixture,4,0.5,inf,,best_val_loss
473,20.7,22.7026430179,0.120342181883,0.069052121927,toy1d,mixture,8,0.5,inf,,best_val_loss
474,17.5,19.8355741031,0.5248895829,1.31280585328,toy1d,mixture,20,0.5,inf,,best_val_loss
475,18.7,11.7732748205,0.0896981631227,0.0490209231572,toy1d,mixture,1,1.0,inf,,best_val_loss
476,20.5,25.160484892,0.091813004919,0.0759704573167,toy1d,mixture,2,1.0,inf,,best_val_loss
477,27.4,25.5937492369,0.116394857821,0.0556002471313,toy1d,mixture,3,1.0,inf,,best_val_loss
478,19.1,15.423683088,0.108133570573,0.069816532121,toy1d,mixture,4,1.0,inf,,best_val_loss
479,24.5,16.8893457541,0.105431122313,0.0531907371857,toy1d,mixture,8,1.0,inf,,best_val_loss
480,29.0,22.0816666038,0.111110088995,0.067119970447,toy1d,mixture,20,1.0,inf,,best_val_loss
481,19.9,17.801404439,0.167744618614,0.0790798696265,toy1d,radialflow,1,0.25,inf,,best_val_loss
482,18.1,14.8758193052,0.116714080973,0.0762268837576,toy1d,radialflow,2,0.25,inf,,best_val_loss
483,21.0,17.5670145443,0.130781530602,0.0795686185738,toy1d,radialflow,3,0.25,inf,,best_val_loss
484,24.3,15.6272198423,0.107587228928,0.0433010609481,toy1d,radialflow,4,0.25,inf,,best_val_loss
485,10.4,8.76584280032,0.102041329178,0.0922453269412,toy1d,radialflow,8,0.25,inf,,best_val_loss
486,25.4,23.6905044269,0.151054441291,0.058136954608,toy1d,radialflow,20,0.25,inf,,best_val_loss
487,12.9,11.2911469745,0.0972954195765,0.0533541137513,toy1d,radialflow,1,0.5,inf,,best_val_loss
488,38.3,55.447362426,0.905308003836,2.40036693199,toy1d,radialflow,2,0.5,inf,,best_val_loss
489,16.4,12.6111062163,0.162961001943,0.0649588923416,toy1d,radialflow,3,0.5,inf,,best_val_loss
490,23.4,26.2343286554,0.12227369326,0.074035375281,toy1d,radialflow,4,0.5,inf,,best_val_loss
491,44.3,34.7506834465,0.967132309755,2.58013017642,toy1d,radialflow,8,0.5,inf,,best_val_loss
492,22.6,15.4609184721,0.0814641004241,0.0570366379552,toy1d,radialflow,20,0.5,inf,,best_val_loss
493,16.7,18.2375985261,0.148402902984,0.153347005527,toy1d,radialflow,1,1.0,inf,,best_val_loss
494,18.4,15.4867685461,0.102864822328,0.0759970468713,toy1d,radialflow,2,1.0,inf,,best_val_loss
495,22.4,20.4899975598,0.0945750916763,0.0403606960683,toy1d,radialflow,3,1.0,inf,,best_val_loss
496,42.6,46.6008583612,0.101512284597,0.05228040428,toy1d,radialflow,4,1.0,inf,,best_val_loss
497,26.3,15.8496056733,0.132772813923,0.0694223536509,toy1d,radialflow,8,1.0,inf,,best_val_loss
498,23.7,20.169531477,0.10014803089,0.0750901912275,toy1d,radialflow,20,1.0,inf,,best_val_loss
499,13.2,12.9753612666,0.162331953042,0.0881192418503,toy1d,baseline,1,0.25,inf,,best_val_loss
500,21.4,20.6455806409,0.0804232395691,0.0428621216801,toy1d,baseline,2,0.25,inf,,best_val_loss
501,14.9,12.3243661095,0.180506966388,0.165963496463,toy1d,baseline,3,0.25,inf,,best_val_loss
502,28.0,21.8449078735,0.120531186899,0.0564364718746,toy1d,baseline,4,0.25,inf,,best_val_loss
503,25.8,13.8621787609,0.0913385256446,0.0428719609182,toy1d,baseline,8,0.25,inf,,best_val_loss
504,14.4,10.2683981224,0.120107150404,0.0712587577561,toy1d,baseline,20,0.25,inf,,best_val_loss
505,17.2,15.9298462014,0.134044524636,0.0485770417754,toy1d,baseline,1,0.5,inf,,best_val_loss
506,26.0,16.4134091523,0.0884020701736,0.0633081679553,toy1d,baseline,2,0.5,inf,,best_val_loss
507,28.8,22.6530351167,0.114953747933,0.0510698798637,toy1d,baseline,3,0.5,inf,,best_val_loss
508,37.2,16.6120438237,0.0788514827391,0.0562719875616,toy1d,baseline,4,0.5,inf,,best_val_loss
509,17.8,14.5588461081,0.116131092672,0.0635668530906,toy1d,baseline,8,0.5,inf,,best_val_loss
510,23.2,12.4322162143,0.117559229801,0.0746073270026,toy1d,baseline,20,0.5,inf,,best_val_loss
511,26.4,23.3375234333,0.359341798735,0.702232864643,toy1d,baseline,1,1.0,inf,,best_val_loss
512,24.5,22.4822151933,0.0696096315162,0.0486407489744,toy1d,baseline,2,1.0,inf,,best_val_loss
513,21.9,19.4496786606,0.914961605881,2.39888002405,toy1d,baseline,3,1.0,inf,,best_val_loss
514,14.0,11.4280357017,0.860257557134,2.23413640056,toy1d,baseline,4,1.0,inf,,best_val_loss
515,18.7,13.1837020597,0.0931677749472,0.0614377506964,toy1d,baseline,8,1.0,inf,,best_val_loss
516,25.3,17.9334882273,0.0617109145133,0.0666493169414,toy1d,baseline,20,1.0,inf,,best_val_loss
517,20.0,17.9610690105,0.0829731600799,0.04608001713,toy1d,planarflowdet,1,0.25,inf,,best_val_loss
518,28.9,27.7721083103,0.117645278116,0.0808009635991,toy1d,planarflowdet,2,0.25,inf,,best_val_loss
519,29.1,28.7452604789,0.0610021494492,0.0622877942129,toy1d,planarflowdet,3,0.25,inf,,best_val_loss
520,30.0,31.4356485538,4.65635131848,2.30387282401,toy1d,planarflowdet,4,0.25,inf,,best_val_loss
521,25.6,27.0784046797,0.109424969621,0.0704510620805,toy1d,planarflowdet,8,0.25,inf,,best_val_loss
522,22.5,24.2785913924,0.0932236282728,0.0674470125047,toy1d,planarflowdet,20,0.25,inf,,best_val_loss
523,23.7,9.58175349297,0.117518112656,0.0713777287109,toy1d,planarflowdet,1,0.5,inf,,best_val_loss
524,20.1,20.250679001,0.0764291160046,0.0702982873621,toy1d,planarflowdet,2,0.5,inf,,best_val_loss
525,24.3,18.3142021393,0.0856371533741,0.0710119425451,toy1d,planarflowdet,3,0.5,inf,,best_val_loss
526,26.1,28.0622522261,0.0948806593911,0.0669846860594,toy1d,planarflowdet,4,0.5,inf,,best_val_loss
527,23.1,28.423405848,0.0971253113826,0.0941022464953,toy1d,planarflowdet,8,0.5,inf,,best_val_loss
528,25.8,20.6194083329,0.0971241952959,0.0479117379307,toy1d,planarflowdet,20,0.5,inf,,best_val_loss
529,36.4,20.7759476318,0.069327827171,0.0705227600524,toy1d,planarflowdet,1,1.0,inf,,best_val_loss
530,25.7,28.2242803274,0.0682610407016,0.0602428083862,toy1d,planarflowdet,2,1.0,inf,,best_val_loss
531,31.2,25.9722929292,0.103703191812,0.0623410062354,toy1d,planarflowdet,3,1.0,inf,,best_val_loss
532,20.5,19.402319449,0.0720374558097,0.0638186237918,toy1d,planarflowdet,4,1.0,inf,,best_val_loss
533,12.3,10.1788997441,0.0886943446119,0.0660652011025,toy1d,planarflowdet,8,1.0,inf,,best_val_loss
534,19.4,35.8976322339,0.0888184840446,0.0855388497924,toy1d,planarflowdet,20,1.0,inf,,best_val_loss
535,27.1,29.2316609176,0.157333486541,0.309760868877,toy1d,planarflow,1,0.25,inf,,best_val_loss
536,24.9,22.5541570448,0.114233594018,0.068886216618,toy1d,planarflow,2,0.25,inf,,best_val_loss
537,37.5,33.4731235471,0.956765912224,2.53109967542,toy1d,planarflow,3,0.25,inf,,best_val_loss
538,24.2,20.2918702933,0.107028329183,0.0619916873042,toy1d,planarflow,4,0.25,inf,,best_val_loss
539,27.7,15.8748228337,0.113470958094,0.0564404919393,toy1d,planarflow,8,0.25,inf,,best_val_loss
540,15.1,13.4792433022,0.130521491357,0.0559976122603,toy1d,planarflow,20,0.25,inf,,best_val_loss
541,17.4,21.6619482042,0.106507723759,0.0634927795578,toy1d,planarflow,1,0.5,inf,,best_val_loss
542,20.1,13.945967159,0.961409198172,2.48861735305,toy1d,planarflow,2,0.5,inf,,best_val_loss
543,30.2,24.198347051,0.0992775302792,0.0484183152497,toy1d,planarflow,3,0.5,inf,,best_val_loss
544,19.1,19.1491514172,0.0672048911829,0.075279736487,toy1d,planarflow,4,0.5,inf,,best_val_loss
545,29.7,26.4841462011,0.808572512115,2.00858964595,toy1d,planarflow,8,0.5,inf,,best_val_loss
546,25.8,22.1079171339,0.125081502715,0.0665492237627,toy1d,planarflow,20,0.5,inf,,best_val_loss
547,26.0,33.337666385,0.241852631214,0.366200907958,toy1d,planarflow,1,1.0,inf,,best_val_loss
548,33.1,37.2812285205,0.108637493943,0.0656935222978,toy1d,planarflow,2,1.0,inf,,best_val_loss
549,18.8,18.8509946687,0.13126996602,0.0672270403454,toy1d,planarflow,3,1.0,inf,,best_val_loss
550,35.6,37.2859222764,0.0886478066979,0.0433358435856,toy1d,planarflow,4,1.0,inf,,best_val_loss
551,34.3,36.9622780683,1.13555194379,2.08926725366,toy1d,planarflow,8,1.0,inf,,best_val_loss
552,16.6,16.7284189331,0.126911246592,0.0669850292285,toy1d,planarflow,20,1.0,inf,,best_val_loss
553,12.0,16.4802912596,0.0956408647106,0.0522518670742,toy1d,baselinedet,1,0.25,inf,,best_val_loss
554,1.1,0.830662386292,0.076210395664,0.0861290879283,toy1d,baselinedet,2,0.25,inf,,best_val_loss
555,1.8,1.6,0.0675146226311,0.0381614199684,toy1d,baselinedet,3,0.25,inf,,best_val_loss
556,7.3,10.9091704543,0.102185001592,0.0714440469717,toy1d,baselinedet,4,0.25,inf,,best_val_loss
557,2.8,4.66476151588,0.0805570598069,0.0710606501776,toy1d,baselinedet,8,0.25,inf,,best_val_loss
558,1.6,2.61533936612,0.104246303791,0.0844664094527,toy1d,baselinedet,20,0.25,inf,,best_val_loss
559,8.5,11.9268604419,0.105668028426,0.0767733961183,toy1d,baselinedet,1,0.5,inf,,best_val_loss
560,5.7,5.64003546088,0.0470771710252,0.0602918813121,toy1d,baselinedet,2,0.5,inf,,best_val_loss
561,0.5,0.67082039325,0.0549283826634,0.0555157020768,toy1d,baselinedet,3,0.5,inf,,best_val_loss
562,1.3,2.93428015022,0.0817764663632,0.0371052567359,toy1d,baselinedet,4,0.5,inf,,best_val_loss
563,3.3,4.40567815438,0.069925466429,0.0729122896324,toy1d,baselinedet,8,0.5,inf,,best_val_loss
564,1.7,2.7946377225,0.0951959837092,0.0573826602573,toy1d,baselinedet,20,0.5,inf,,best_val_loss
565,8.6,5.8,0.0913458114255,0.0711472552295,toy1d,baselinedet,1,1.0,inf,,best_val_loss
566,5.9,6.68505796534,0.116530417225,0.0545639602949,toy1d,baselinedet,2,1.0,inf,,best_val_loss
567,0.8,0.4,0.127543051772,0.0465923019957,toy1d,baselinedet,3,1.0,inf,,best_val_loss
568,6.2,5.61782876208,0.0486839084608,0.0488745743327,toy1d,baselinedet,4,1.0,inf,,best_val_loss
569,10.4,14.5340978392,0.0933608621821,0.078444623364,toy1d,baselinedet,8,1.0,inf,,best_val_loss
570,12.7,11.9,0.0787678399096,0.0687297459542,toy1d,baselinedet,20,1.0,inf,,best_val_loss
571,18.8,18.4596858045,0.734418437147,1.86605780278,toy1d,radialflowdet,1,0.25,inf,,best_val_loss
572,20.6,21.1622305063,0.0858799999635,0.0736244279526,toy1d,radialflowdet,2,0.25,inf,,best_val_loss
573,16.0,16.4377614048,0.084199885766,0.0727736528599,toy1d,radialflowdet,3,0.25,inf,,best_val_loss
574,24.7,22.0002272716,0.097865379591,0.0776247685007,toy1d,radialflowdet,4,0.25,inf,,best_val_loss
575,39.3,48.1145508137,0.104951893829,0.0938939590957,toy1d,radialflowdet,8,0.25,inf,,best_val_loss
576,21.6,27.5942022896,0.0918751161756,0.0471429488466,toy1d,radialflowdet,20,0.25,inf,,best_val_loss
577,23.1,15.7952524513,0.0695361667644,0.0351226986087,toy1d,radialflowdet,1,0.5,inf,,best_val_loss
578,18.4,18.5051344226,0.0958697634158,0.0727019152299,toy1d,radialflowdet,2,0.5,inf,,best_val_loss
579,32.5,36.6776498702,0.0822553288719,0.0430337551305,toy1d,radialflowdet,3,0.5,inf,,best_val_loss
580,21.4,34.038801389,0.0934347494788,0.0632466970189,toy1d,radialflowdet,4,0.5,inf,,best_val_loss
581,8.1,7.71297607931,0.126925500974,0.0635343680341,toy1d,radialflowdet,8,0.5,inf,,best_val_loss
582,8.3,13.9932126404,0.0918814043552,0.0492049089329,toy1d,radialflowdet,20,0.5,inf,,best_val_loss
583,28.8,34.7585960591,0.111668214164,0.0589918360376,toy1d,radialflowdet,1,1.0,inf,,best_val_loss
584,22.2,25.4825430442,0.0592613671128,0.073701384536,toy1d,radialflowdet,2,1.0,inf,,best_val_loss
585,15.7,18.3469343488,0.134055986133,0.0677503238941,toy1d,radialflowdet,3,1.0,inf,,best_val_loss
586,27.3,21.0478027357,0.0611187465938,0.0473765863166,toy1d,radialflowdet,4,1.0,inf,,best_val_loss
587,18.8,21.9399179579,0.0598100742801,0.092821779053,toy1d,radialflowdet,8,1.0,inf,,best_val_loss
588,30.2,26.3469163281,0.0746113089078,0.0591312322476,toy1d,radialflowdet,20,1.0,inf,,best_val_loss
589,31.5,25.4843088978,6.20479762434,18.2491527174,toy2d,mixture,1,0.25,inf,,best_val_loss
590,15.4,10.7814655776,0.116795049312,0.0391647203992,toy2d,mixture,2,0.25,inf,,best_val_loss
591,29.4,16.193825984,1.28587062677,3.49459742302,toy2d,mixture,3,0.25,inf,,best_val_loss
592,44.0,29.7186809936,1.2270983151,3.30601237268,toy2d,mixture,4,0.25,inf,,best_val_loss
593,35.4,33.3382663017,0.125073013034,0.0932653682755,toy2d,mixture,8,0.25,inf,,best_val_loss
594,18.5,22.6770809409,0.126265391472,0.0512226825303,toy2d,mixture,20,0.25,inf,,best_val_loss
595,16.9,12.3162494291,0.150963307667,0.0637167088941,toy2d,mixture,1,0.5,inf,,best_val_loss
596,38.0,66.9641695237,0.417324117414,0.794826186496,toy2d,mixture,2,0.5,inf,,best_val_loss
597,12.7,10.040418318,0.256268595243,0.326063080159,toy2d,mixture,3,0.5,inf,,best_val_loss
598,16.9,11.8781311661,0.160181627609,0.11573414284,toy2d,mixture,4,0.5,inf,,best_val_loss
599,31.9,26.0363207846,0.158600551197,0.186453561664,toy2d,mixture,8,0.5,inf,,best_val_loss
600,34.8,17.9933320983,0.118805395267,0.0570490886626,toy2d,mixture,20,0.5,inf,,best_val_loss
601,23.4,22.9137513297,0.821060865606,2.17787791872,toy2d,mixture,1,1.0,inf,,best_val_loss
602,21.8,22.1033934046,0.115710396436,0.038890253108,toy2d,mixture,2,1.0,inf,,best_val_loss
603,25.8,40.1766101109,0.566087694672,1.27618459641,toy2d,mixture,3,1.0,inf,,best_val_loss
604,24.4,17.5624599644,5.52333358642,16.1261469031,toy2d,mixture,4,1.0,inf,,best_val_loss
605,32.5,42.2687828072,0.221007327354,0.240872932422,toy2d,mixture,8,1.0,inf,,best_val_loss
606,22.5,15.4029218007,1.56745121235,4.40084064266,toy2d,mixture,20,1.0,inf,,best_val_loss
607,15.4,12.3223374406,0.168804044775,0.0781606083413,toy2d,radialflow,1,0.25,inf,,best_val_loss
608,26.2,9.94786409236,0.34998790493,0.614691608987,toy2d,radialflow,2,0.25,inf,,best_val_loss
609,23.8,15.6831119361,0.172156792886,0.104948893557,toy2d,radialflow,3,0.25,inf,,best_val_loss
610,52.1,51.5527884794,0.13844132813,0.0475488329736,toy2d,radialflow,4,0.25,inf,,best_val_loss
611,23.2,19.1353076798,0.149309221552,0.098384400609,toy2d,radialflow,8,0.25,inf,,best_val_loss
612,25.2,29.5018643479,0.160815081374,0.0489489322507,toy2d,radialflow,20,0.25,inf,,best_val_loss
613,44.7,29.866536458,0.209115590304,0.124718246232,toy2d,radialflow,1,0.5,inf,,best_val_loss
614,18.1,23.9476512418,0.499818308509,1.0883944545,toy2d,radialflow,2,0.5,inf,,best_val_loss
615,23.0,23.7402611612,0.14152408328,0.0343438893362,toy2d,radialflow,3,0.5,inf,,best_val_loss
616,41.3,38.4838927345,0.301164122076,0.540010508032,toy2d,radialflow,4,0.5,inf,,best_val_loss
617,23.5,28.1256111045,0.160588536459,0.0874678531662,toy2d,radialflow,8,0.5,inf,,best_val_loss
618,25.3,25.8729588567,0.938162967839,2.42096714543,toy2d,radialflow,20,0.5,inf,,best_val_loss
619,17.9,17.420964382,0.128102127405,0.0475493329876,toy2d,radialflow,1,1.0,inf,,best_val_loss
620,25.6,21.9052505121,0.127558642151,0.0790964536481,toy2d,radialflow,2,1.0,inf,,best_val_loss
621,31.0,24.8917657068,0.900037717907,1.37461121233,toy2d,radialflow,3,1.0,inf,,best_val_loss
622,12.7,11.9,0.176024478568,0.0537319965673,toy2d,radialflow,4,1.0,inf,,best_val_loss
623,32.6,54.2368878163,0.133134238147,0.0632173249921,toy2d,radialflow,8,1.0,inf,,best_val_loss
624,37.8,33.3580574974,0.135148299043,0.0889815888591,toy2d,radialflow,20,1.0,inf,,best_val_loss
625,30.4,20.7711338159,0.173264758331,0.0474858083183,toy2d,baseline,1,0.25,inf,,best_val_loss
626,21.0,30.0433020822,2.10561224838,5.94551847876,toy2d,baseline,2,0.25,inf,,best_val_loss
627,33.4,23.7200337268,0.137411892801,0.0609288678978,toy2d,baseline,3,0.25,inf,,best_val_loss
628,23.3,18.0113852882,0.158607205323,0.0957244240869,toy2d,baseline,4,0.25,inf,,best_val_loss
629,42.6,37.3876985117,0.174187532428,0.0842146203191,toy2d,baseline,8,0.25,inf,,best_val_loss
630,28.9,25.351331326,0.13707436326,0.071286743605,toy2d,baseline,20,0.25,inf,,best_val_loss
631,32.7,16.3526756221,0.131913692486,0.0784999198249,toy2d,baseline,1,0.5,inf,,best_val_loss
632,20.3,18.2211415669,0.156572012061,0.0663838606429,toy2d,baseline,2,0.5,inf,,best_val_loss
633,10.4,12.9011627383,2.11655277416,5.85486187989,toy2d,baseline,3,0.5,inf,,best_val_loss
634,31.7,21.1047388044,0.166393288547,0.149959942726,toy2d,baseline,4,0.5,inf,,best_val_loss
635,10.7,11.1897274319,0.1205104007,0.0575063634512,toy2d,baseline,8,0.5,inf,,best_val_loss
636,31.0,17.3031788987,0.132945071722,0.0881790478442,toy2d,baseline,20,0.5,inf,,best_val_loss
637,30.2,19.8333053221,0.138448771182,0.0398296445704,toy2d,baseline,1,1.0,inf,,best_val_loss
638,43.4,33.8236603578,0.152279899277,0.0595588785406,toy2d,baseline,2,1.0,inf,,best_val_loss
639,23.8,16.1728166996,0.178477385927,0.137157689915,toy2d,baseline,3,1.0,inf,,best_val_loss
640,46.5,49.0474260283,0.117235362932,0.0764548317643,toy2d,baseline,4,1.0,inf,,best_val_loss
641,27.0,28.0535202782,0.151395567183,0.0592766081042,toy2d,baseline,8,1.0,inf,,best_val_loss
642,21.8,20.7643925989,0.128536066598,0.0840758170611,toy2d,baseline,20,1.0,inf,,best_val_loss
643,30.4,31.0328857827,0.141871702975,0.0556074219628,toy2d,planarflowdet,1,0.25,inf,,best_val_loss
644,33.4,30.2397089933,0.0933910540615,0.0492516449293,toy2d,planarflowdet,2,0.25,inf,,best_val_loss
645,24.9,25.8048445064,0.124584449473,0.0851511830995,toy2d,planarflowdet,3,0.25,inf,,best_val_loss
646,27.8,24.3384469513,0.101646288724,0.0851544068951,toy2d,planarflowdet,4,0.25,inf,,best_val_loss
647,56.0,39.0589298369,0.106545033702,0.0701749354646,toy2d,planarflowdet,8,0.25,inf,,best_val_loss
648,48.1,31.7126157862,0.0728690433141,0.040988706992,toy2d,planarflowdet,20,0.25,inf,,best_val_loss
649,25.4,21.2424104094,0.242587416771,0.152071402669,toy2d,planarflowdet,1,0.5,inf,,best_val_loss
650,26.3,23.8497379441,0.223016537536,0.383021563925,toy2d,planarflowdet,2,0.5,inf,,best_val_loss
651,36.6,40.9492368671,0.112106258394,0.0815952219583,toy2d,planarflowdet,3,0.5,inf,,best_val_loss
652,41.3,34.6642467104,0.215717073361,0.186173990912,toy2d,planarflowdet,4,0.5,inf,,best_val_loss
653,48.4,56.8527923677,0.423813355994,0.868112231492,toy2d,planarflowdet,8,0.5,inf,,best_val_loss
654,29.6,33.2722106269,0.123210739827,0.0664282349486,toy2d,planarflowdet,20,0.5,inf,,best_val_loss
655,28.4,28.4049291497,0.14530484986,0.053764734485,toy2d,planarflowdet,1,1.0,inf,,best_val_loss
656,38.8,31.108841187,0.103483725704,0.0776230276783,toy2d,planarflowdet,2,1.0,inf,,best_val_loss
657,22.7,21.9956813943,0.113170851357,0.0728769097704,toy2d,planarflowdet,3,1.0,inf,,best_val_loss
658,37.6,28.2460616724,0.153384270525,0.185162043229,toy2d,planarflowdet,4,1.0,inf,,best_val_loss
659,25.9,28.6337213788,0.150256460285,0.0990028071223,toy2d,planarflowdet,8,1.0,inf,,best_val_loss
660,20.2,21.9490318693,0.0901202601059,0.0705266797717,toy2d,planarflowdet,20,1.0,inf,,best_val_loss
661,23.5,19.489740891,0.110219161126,0.0684876192756,toy2d,planarflow,1,0.25,inf,,best_val_loss
662,18.3,18.6228354447,0.324273262357,0.477785345492,toy2d,planarflow,2,0.25,inf,,best_val_loss
663,32.2,34.2134476485,0.152487868185,0.0744264114962,toy2d,planarflow,3,0.25,inf,,best_val_loss
664,34.8,32.2546120733,0.220293738293,0.124524683363,toy2d,planarflow,4,0.25,inf,,best_val_loss
665,16.8,20.2573443472,0.20216118137,0.0522543231683,toy2d,planarflow,8,0.25,inf,,best_val_loss
666,22.0,20.6591384138,3.59609833955,3.19034849193,toy2d,planarflow,20,0.25,inf,,best_val_loss
667,16.6,16.3474768695,0.14159228299,0.0632649545362,toy2d,planarflow,1,0.5,inf,,best_val_loss
668,35.9,35.1096852734,0.468375759104,0.989366171561,toy2d,planarflow,2,0.5,inf,,best_val_loss
669,29.1,21.0069036271,0.21705574239,0.143112760288,toy2d,planarflow,3,0.5,inf,,best_val_loss
670,24.4,38.8128844586,0.154287482112,0.0585976199642,toy2d,planarflow,4,0.5,inf,,best_val_loss
671,23.1,36.9119221932,1.57523572517,2.86732875169,toy2d,planarflow,8,0.5,inf,,best_val_loss
672,23.1,20.2654879043,0.248980287034,0.0730363502304,toy2d,planarflow,20,0.5,inf,,best_val_loss
673,22.2,25.9221912654,0.131640824872,0.0575027311251,toy2d,planarflow,1,1.0,inf,,best_val_loss
674,24.7,34.7247750173,0.189329705294,0.13308269405,toy2d,planarflow,2,1.0,inf,,best_val_loss
675,25.5,14.6372811683,0.142071690468,0.0767936350492,toy2d,planarflow,3,1.0,inf,,best_val_loss
676,28.3,24.4296950452,0.130741966961,0.0502350571307,toy2d,planarflow,4,1.0,inf,,best_val_loss
677,33.0,24.9439371391,0.177498788321,0.178760000196,toy2d,planarflow,8,1.0,inf,,best_val_loss
678,35.9,21.5844851688,0.131269406649,0.065199748374,toy2d,planarflow,20,1.0,inf,,best_val_loss
679,16.8,22.8245481883,0.094215433942,0.054323046798,toy2d,baselinedet,1,0.25,inf,,best_val_loss
680,16.6,17.2522462306,0.0446925500352,0.0545715050312,toy2d,baselinedet,2,0.25,inf,,best_val_loss
681,25.7,17.1816762861,0.0823762330643,0.0707250778596,toy2d,baselinedet,3,0.25,inf,,best_val_loss
682,40.0,57.2398462611,0.0664126497075,0.061378243908,toy2d,baselinedet,4,0.25,inf,,best_val_loss
683,5.4,6.00333240792,0.03496183704,0.0607392889677,toy2d,baselinedet,8,0.25,inf,,best_val_loss
684,3.6,3.32264954517,0.0973539012619,0.070086272831,toy2d,baselinedet,20,0.25,inf,,best_val_loss
