,batch_size,best_val_error,best_val_loss,datasetname,minus_log_s1,modelname,n_normflows,opt_decay,opt_identifier,opt_momentum,opt_offset,opt_step_rate
178,10,0.592890739441,-1.30843654088,energy,1,radialflowdet,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001
179,1,inf,168964.240402,energy,2,radialflowdet,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
180,1,2.78212380409,2.47049097788,energy,2,baseline,1,0.913693958598,adam,0.830267154644,0.000266786880691,0.001
181,1,2.3149766922,3.04026803415,energy,1,baseline,2,0.802574888412,adam,0.00170506295622,0.00016183592544,0.0001
182,10,2.45500254631,2.3592151578,energy,2,baseline,3,0.801062959819,adam,0.00621770522485,0.000133685560718,0.001
183,10,2.26536250114,6.56170238938,energy,3,baseline,4,0.963117866824,adam,0.868062801426,0.00013342121064,0.001
184,10,2.36155605316,2.81099763598,energy,1,baseline,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001
185,1,2.98590159416,2.70406218937,energy,1,baseline,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
186,100,0.482999145985,-1.66573791504,energy,6,baselinedet,1,0.890482965686,adadelta,0.981279975932,1e-08,0.1
187,10,0.631696522236,-1.25237186977,energy,3,baselinedet,2,0.858941739876,adam,0.923833365374,0.000105342291517,0.01
188,100,0.664392709732,-1.20396347046,energy,1,baselinedet,3,0.957318230759,rmsprop,0.955480723872,1.01791199709e-05,0.0001
189,10,1.05830097198,-0.648490360805,energy,3,baselinedet,4,0.963117866824,adam,0.868062801426,0.00013342121064,0.001
190,100,0.608076334,-1.38258863177,energy,1,baselinedet,8,0.890499733009,adadelta,0.940488548236,5e-05,0.1
191,100,0.778778970242,-1.0671875,energy,3,baselinedet,20,0.817721723127,adam,0.0041058849276,0.000435409298522,0.01
192,1,2.87501144409,2.91269789196,energy,2,planarflow,1,0.913693958598,adam,0.830267154644,0.000266786880691,0.001
193,1,2.43255734444,3.11833022147,energy,1,planarflow,2,0.802574888412,adam,0.00170506295622,0.00016183592544,0.0001
194,10,2.32966756821,2.46051404204,energy,2,planarflow,3,0.801062959819,adam,0.00621770522485,0.000133685560718,0.001
195,10,2.3181874752,7.58605665037,energy,3,planarflow,4,0.963117866824,adam,0.868062801426,0.00013342121064,0.001
196,10,2.36324477196,3.3463186855,energy,1,planarflow,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001
197,1,inf,,energy,2,planarflow,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
198,100,0.793780148029,175.90249127,energy,6,planarflowdet,1,0.890482965686,adadelta,0.981279975932,1e-08,0.1
199,10,0.96217828989,0.624296210153,energy,4,planarflowdet,2,0.988043649847,adam,0.0032993825343,0.00033191459417,0.001
200,10,2.16163539886,10.6758995801,energy,2,planarflowdet,3,0.801062959819,adam,0.00621770522485,0.000133685560718,0.001
201,1,2.80773901939,1.03645301092,energy,1,planarflowdet,4,0.937634133118,adam,0.00227692082866,0.000164599198995,0.001
202,100,5.01819705963,0.769702441692,energy,1,planarflowdet,8,0.890499733009,adadelta,0.940488548236,5e-05,0.1
203,10,7.26064872742,28.0447491237,energy,5,planarflowdet,20,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1
204,100,16.0572719574,104736.196263,energy,6,radialflow,1,0.890482965686,adadelta,0.981279975932,1e-08,0.1
205,10,13.4833106995,564.07194681,energy,3,radialflow,2,0.858941739876,adam,0.923833365374,0.000105342291517,0.01
206,100,9.59667873383,15125.2687414,energy,5,radialflow,3,0.863813152227,adam,0.00259801689953,0.000569682746779,0.01
207,10,10.4964332581,353.187350497,energy,3,radialflow,4,0.963117866824,adam,0.868062801426,0.00013342121064,0.001
208,1,3.11354994774,2.20656309993,energy,2,radialflow,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
209,1,inf,inf,energy,2,radialflow,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
210,1,0.508136093616,5.62661688668,energy,5,radialflowdet,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
211,10,0.456475108862,-0.993520391555,energy,4,radialflowdet,2,0.988043649847,adam,0.0032993825343,0.00033191459417,0.001
212,1,0.429805189371,-1.63544751122,energy,1,radialflowdet,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
213,10,0.590421378613,-0.919701374599,energy,3,radialflowdet,4,0.963117866824,adam,0.868062801426,0.00013342121064,0.001
214,1,0.568474173546,-1.28385700044,energy,1,radialflowdet,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
215,1,inf,168964.240402,energy,2,radialflowdet,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
216,1,0.272075802088,1.64395243603,kin8nm,6,baseline,1,0.981344134654,adam,0.859238109766,0.00046835743832,0.0001
217,10,0.111563511193,1.43363053237,kin8nm,1,baseline,2,0.974542020391,adam,0.89080604545,0.000338544437162,0.001
218,10,0.270675957203,2.30530995384,kin8nm,1,baseline,3,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
219,1,0.132031559944,1.8354970627,kin8nm,1,baseline,4,0.937634133118,adam,0.00227692082866,0.000164599198995,0.001
220,100,0.133281841874,1.54942459065,kin8nm,1,baseline,8,0.983554581891,rmsprop,0.911135788228,3.3078966447e-05,0.001
221,10,0.250543236732,2.82504843115,kin8nm,2,baseline,20,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
222,100,0.0808380618691,0.218344256807,kin8nm,4,baselinedet,1,0.839135697624,rmsprop,0.00487890796763,2.20452475624e-05,0.01
223,100,0.0826634243131,0.227138508949,kin8nm,4,baselinedet,2,0.948955250765,rmsprop,0.970974994269,1.4746962992e-05,0.0001
224,100,0.0802663192153,0.207491639507,kin8nm,7,baselinedet,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
225,100,0.0828348472714,0.241393050527,kin8nm,3,baselinedet,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
226,100,0.0789703279734,0.191629921518,kin8nm,1,baselinedet,8,0.983554581891,rmsprop,0.911135788228,3.3078966447e-05,0.001
227,10,0.106528609991,0.471612242825,kin8nm,5,baselinedet,20,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
228,100,0.277652382851,2.69077274147,kin8nm,6,planarflow,1,0.953926194753,adam,0.00435394736543,0.000578317936632,0.01
229,10,0.112723655999,1.50076900575,kin8nm,1,planarflow,2,0.974542020391,adam,0.89080604545,0.000338544437162,0.001
230,10,0.247220337391,3.63672232279,kin8nm,1,planarflow,3,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
231,1,0.163067921996,1.95848732718,kin8nm,1,planarflow,4,0.937634133118,adam,0.00227692082866,0.000164599198995,0.001
232,100,0.123569883406,2.41360562539,kin8nm,1,planarflow,8,0.983554581891,rmsprop,0.911135788228,3.3078966447e-05,0.001
233,10,inf,,kin8nm,2,planarflow,20,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
234,100,0.246989265084,1.79437415753,kin8nm,6,planarflowdet,1,0.953926194753,adam,0.00435394736543,0.000578317936632,0.01
235,10,0.0881829410791,0.684156526395,kin8nm,4,planarflowdet,2,0.988043649847,adam,0.0032993825343,0.00033191459417,0.001
236,10,0.206940203905,2.70558289181,kin8nm,1,planarflowdet,3,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
237,100,0.124533466995,0.975854612108,kin8nm,3,planarflowdet,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
238,100,0.31691417098,0.985720060188,kin8nm,1,planarflowdet,8,0.983554581891,rmsprop,0.911135788228,3.3078966447e-05,0.001
239,10,0.369609802961,3.11054985784,kin8nm,2,planarflowdet,20,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
240,100,0.320622593164,352.708894117,kin8nm,4,radialflow,1,0.839135697624,rmsprop,0.00487890796763,2.20452475624e-05,0.01
241,10,0.555233359337,11.673973949,kin8nm,1,radialflow,2,0.974542020391,adam,0.89080604545,0.000338544437162,0.001
242,100,0.675913155079,141944.361001,kin8nm,7,radialflow,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
243,100,0.55312693119,107.187872768,kin8nm,3,radialflow,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
244,10,0.229690909386,1.64400939225,kin8nm,1,radialflow,8,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
245,10,inf,inf,kin8nm,2,radialflow,20,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
246,100,0.0871461927891,1.74405990642,kin8nm,4,radialflowdet,1,0.839135697624,rmsprop,0.00487890796763,2.20452475624e-05,0.01
247,10,0.0789329409599,0.224555367571,kin8nm,1,radialflowdet,2,0.974542020391,adam,0.89080604545,0.000338544437162,0.001
248,10,0.184060946107,1.51568345756,kin8nm,1,radialflowdet,3,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
249,100,0.0819047912955,0.773556801814,kin8nm,3,radialflowdet,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
250,100,0.0764524415135,0.215132398528,kin8nm,1,radialflowdet,8,0.983554581891,rmsprop,0.911135788228,3.3078966447e-05,0.001
251,10,inf,57004.838764,kin8nm,2,radialflowdet,20,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
252,100,0.134420722723,26.9944207086,kin8nm,4,baseline,1,0.839135697624,rmsprop,0.00487890796763,2.20452475624e-05,0.01
253,10,0.111563511193,1.43363053237,kin8nm,1,baseline,2,0.974542020391,adam,0.89080604545,0.000338544437162,0.001
254,10,0.129046007991,90.1961217258,kin8nm,4,baseline,3,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
255,100,0.110933691263,7.83706664626,kin8nm,3,baseline,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
256,100,0.107958137989,1.61792404464,kin8nm,1,baseline,8,0.983554581891,rmsprop,0.911135788228,3.3078966447e-05,0.001
257,10,0.208693876863,54.1605508007,kin8nm,5,baseline,20,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
258,100,0.0808380618691,0.218344256807,kin8nm,4,baselinedet,1,0.839135697624,rmsprop,0.00487890796763,2.20452475624e-05,0.01
259,100,0.0826634243131,0.227138508949,kin8nm,4,baselinedet,2,0.948955250765,rmsprop,0.970974994269,1.4746962992e-05,0.0001
260,100,0.0802663192153,0.207491639507,kin8nm,7,baselinedet,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
261,100,0.0828348472714,0.241393050527,kin8nm,3,baselinedet,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
262,100,0.0789703279734,0.191629921518,kin8nm,1,baselinedet,8,0.983554581891,rmsprop,0.911135788228,3.3078966447e-05,0.001
263,10,0.106528609991,0.471612242825,kin8nm,5,baselinedet,20,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
264,100,0.14328545332,23.2253979691,kin8nm,4,planarflow,1,0.839135697624,rmsprop,0.00487890796763,2.20452475624e-05,0.01
265,10,0.105101123452,1.61125543279,kin8nm,1,planarflow,2,0.974542020391,adam,0.89080604545,0.000338544437162,0.001
266,10,0.171391949058,189.008113844,kin8nm,4,planarflow,3,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
267,100,0.140164971352,11.6251541758,kin8nm,3,planarflow,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
268,100,0.122580327094,2.54031601572,kin8nm,1,planarflow,8,0.983554581891,rmsprop,0.911135788228,3.3078966447e-05,0.001
269,10,inf,,kin8nm,2,planarflow,20,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
270,100,0.0922058597207,2.40413553295,kin8nm,4,planarflowdet,1,0.839135697624,rmsprop,0.00487890796763,2.20452475624e-05,0.01
271,100,0.0849212557077,0.695413191467,kin8nm,4,planarflowdet,2,0.948955250765,rmsprop,0.970974994269,1.4746962992e-05,0.0001
272,100,0.129857137799,4052.10759366,kin8nm,7,planarflowdet,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
273,100,0.112525649369,1.05089481426,kin8nm,3,planarflowdet,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
274,100,0.134898662567,4.15942963391,kin8nm,7,planarflowdet,8,0.890989756021,adam,0.836414017973,0.000168128937112,0.01
275,10,0.263941168785,4.73278102858,kin8nm,5,planarflowdet,20,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
276,100,0.320622593164,352.708894117,kin8nm,4,radialflow,1,0.839135697624,rmsprop,0.00487890796763,2.20452475624e-05,0.01
277,10,0.327450782061,381.822952581,kin8nm,4,radialflow,2,0.988043649847,adam,0.0032993825343,0.00033191459417,0.001
278,100,0.600488126278,165701.785216,kin8nm,7,radialflow,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
279,100,0.55312693119,107.187872768,kin8nm,3,radialflow,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
280,10,0.174508213997,3.09571877345,kin8nm,2,radialflow,8,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
281,10,inf,inf,kin8nm,2,radialflow,20,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
282,100,0.0822011381388,1.77618058574,kin8nm,4,radialflowdet,1,0.839135697624,rmsprop,0.00487890796763,2.20452475624e-05,0.01
283,10,0.0777501761913,0.386187351299,kin8nm,4,radialflowdet,2,0.988043649847,adam,0.0032993825343,0.00033191459417,0.001
284,100,0.080357581377,4508.28936172,kin8nm,7,radialflowdet,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
285,100,0.0819047912955,0.773556801814,kin8nm,3,radialflowdet,4,0.829611893513,rmsprop,0.0040930990225,1.07205609776e-05,0.01
286,100,0.0764524415135,0.215132398528,kin8nm,1,radialflowdet,8,0.983554581891,rmsprop,0.911135788228,3.3078966447e-05,0.001
287,10,inf,57004.838764,kin8nm,2,radialflowdet,20,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
288,100,10.5729465485,2.07686079116,yacht,1,baseline,1,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01
289,10,13.8044490814,1.63578882672,yacht,2,baseline,2,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001
290,10,11.6773796082,1.40883591062,yacht,2,baseline,3,0.801062959819,adam,0.00621770522485,0.000133685560718,0.001
291,10,17.1705322266,1.87011062077,yacht,3,baseline,4,0.963117866824,adam,0.868062801426,0.00013342121064,0.001
292,100,14.049282074,1.69697016761,yacht,2,baseline,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01
293,100,13.3729219437,1.88344006311,yacht,2,baseline,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01
294,10,1.14619338512,-1.1713854926,yacht,1,baselinedet,1,0.843650242283,adam,9.46773299684e-05,0.000322101694204,0.01
295,10,0.889364778996,-1.46816757747,yacht,3,baselinedet,2,0.858941739876,adam,0.923833365374,0.000105342291517,0.01
296,100,1.02800917625,-1.37376689911,yacht,7,baselinedet,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
297,100,0.82881039381,-1.53511265346,yacht,4,baselinedet,4,0.954057028389,adadelta,0.976187810219,1e-08,0.1
298,10,0.786086082458,-1.53299263545,yacht,2,baselinedet,8,0.843650242283,adam,9.46773299684e-05,0.000322101694204,0.01
299,100,1.5266699791,-0.907295703888,yacht,6,baselinedet,20,0.906731016827,rmsprop,0.00427929939969,1.96323352504e-05,0.001
300,100,19.8070449829,2.6325110935,yacht,1,planarflow,1,0.890499733009,adadelta,0.940488548236,5e-05,0.1
301,10,13.3149080276,2.63254020328,yacht,4,planarflow,2,0.988043649847,adam,0.0032993825343,0.00033191459417,0.001
302,10,16.7815532684,4.06576719738,yacht,2,planarflow,3,0.801062959819,adam,0.00621770522485,0.000133685560718,0.001
303,10,17.7531089783,2.45972475324,yacht,3,planarflow,4,0.963117866824,adam,0.868062801426,0.00013342121064,0.001
304,100,28.4649448395,3.64585876465,yacht,1,planarflow,8,0.890499733009,adadelta,0.940488548236,5e-05,0.1
305,100,inf,4280057380.57,yacht,5,planarflow,20,0.906731016827,rmsprop,0.00427929939969,1.96323352504e-05,0.001
306,100,6.00502586365,1.50174415679,yacht,1,planarflowdet,1,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01
307,100,6.10186862946,1.38129806519,yacht,2,planarflowdet,2,0.883359400528,rmsprop,0.00767949743752,2.32648770225e-05,0.01
308,10,4.12506484985,1.08771195298,yacht,1,planarflowdet,3,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
309,10,9.50795936584,0.77797966344,yacht,2,planarflowdet,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001
310,100,24.8374423981,1.4499265807,yacht,1,planarflowdet,8,0.890499733009,adadelta,0.940488548236,5e-05,0.1
311,1,3.22716999054,0.875479698181,yacht,3,planarflowdet,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
312,100,23.1990966797,13.1307160954,yacht,1,radialflow,1,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01
313,10,25.4829902649,7.90024301034,yacht,1,radialflow,2,0.974542020391,adam,0.89080604545,0.000338544437162,0.001
314,10,21.3492488861,8.17480241567,yacht,1,radialflow,3,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
315,100,19.4407081604,13.1693741231,yacht,1,radialflow,4,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01
316,100,12.9210205078,2.47940038858,yacht,3,radialflow,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01
317,100,inf,inf,yacht,5,radialflow,20,0.906731016827,rmsprop,0.00427929939969,1.96323352504e-05,0.001
318,1,0.626028299332,-1.34830910819,yacht,2,radialflowdet,1,0.913693958598,adam,0.830267154644,0.000266786880691,0.001
319,100,0.884682416916,-1.02597327459,yacht,2,radialflowdet,2,0.883359400528,rmsprop,0.00767949743752,2.32648770225e-05,0.01
320,10,0.770318388939,-1.05880932581,yacht,1,radialflowdet,3,0.843650242283,adam,9.46773299684e-05,0.000322101694204,0.01
321,100,0.909151852131,-0.873723302569,yacht,1,radialflowdet,4,0.890499733009,adadelta,0.940488548236,5e-05,0.1
322,1,0.531363606453,-1.44876080922,yacht,2,radialflowdet,8,0.798612856639,adam,0.00161934012762,0.000245545726856,0.001
323,100,inf,485212.193638,yacht,5,radialflowdet,20,0.906731016827,rmsprop,0.00427929939969,1.96323352504e-05,0.001
324,1,4.66664934158,6.07736932948,yacht,2,baseline,1,0.913693958598,adam,0.830267154644,0.000266786880691,0.001
325,1,7.64846801758,5.86580783299,yacht,1,baseline,2,0.802574888412,adam,0.00170506295622,0.00016183592544,0.0001
326,10,7.25957918167,4.76015774409,yacht,1,baseline,3,0.918582946022,rmsprop,0.00497246690821,2.81101565654e-05,0.01
327,10,5.80183124542,5.7039670036,yacht,2,baseline,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001
328,1,6.09430551529,5.98741798401,yacht,2,baseline,8,0.798612856639,adam,0.00161934012762,0.000245545726856,0.001
329,1,7.41379451752,5.42866670064,yacht,2,baseline,20,0.977156756777,adam,0.00952030623784,0.000280603668193,0.0001
330,10,1.14619338512,-1.1713854926,yacht,1,baselinedet,1,0.843650242283,adam,9.46773299684e-05,0.000322101694204,0.01
331,10,0.889364778996,-1.46816757747,yacht,3,baselinedet,2,0.858941739876,adam,0.923833365374,0.000105342291517,0.01
332,100,0.957569658756,-1.25685432979,yacht,7,baselinedet,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
333,100,0.82881039381,-1.53511265346,yacht,4,baselinedet,4,0.954057028389,adadelta,0.976187810219,1e-08,0.1
334,10,0.739195644855,-1.52398681641,yacht,2,baselinedet,8,0.843650242283,adam,9.46773299684e-05,0.000322101694204,0.01
335,1,1.46768820286,-0.185919948987,yacht,2,baselinedet,20,0.977156756777,adam,0.00952030623784,0.000280603668193,0.0001
336,1,4.04813241959,6.91509457997,yacht,2,planarflow,1,0.913693958598,adam,0.830267154644,0.000266786880691,0.001
337,100,8.22481822968,3.55784541085,yacht,2,planarflow,2,0.883359400528,rmsprop,0.00767949743752,2.32648770225e-05,0.01
338,10,6.76716995239,159.873617785,yacht,2,planarflow,3,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
339,10,5.96982812881,7.94858830316,yacht,2,planarflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001
340,1,6.05672264099,7.38824147156,yacht,2,planarflow,8,0.798612856639,adam,0.00161934012762,0.000245545726856,0.001
341,100,inf,4280057380.57,yacht,5,planarflow,20,0.906731016827,rmsprop,0.00427929939969,1.96323352504e-05,0.001
342,100,1.2531195879,131.322620006,yacht,6,planarflowdet,1,0.890482965686,adadelta,0.981279975932,1e-08,0.1
343,10,3.82091736794,1.40764072963,yacht,3,planarflowdet,2,0.858941739876,adam,0.923833365374,0.000105342291517,0.01
344,100,2.329641819,245.49248499,yacht,7,planarflowdet,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
345,10,1.9232596159,1.17664359865,yacht,2,planarflowdet,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001
346,1,16.7475452423,2.09480916432,yacht,2,planarflowdet,8,0.798612856639,adam,0.00161934012762,0.000245545726856,0.001
347,1,3.22716999054,0.875479698181,yacht,3,planarflowdet,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001
348,100,21.4961948395,193784.821965,yacht,6,radialflow,1,0.953926194753,adam,0.00435394736543,0.000578317936632,0.01
349,100,11.4846277237,43.2291239848,yacht,2,radialflow,2,0.883359400528,rmsprop,0.00767949743752,2.32648770225e-05,0.01
350,10,14.1076517105,69.7191344931,yacht,2,radialflow,3,0.801062959819,adam,0.00621770522485,0.000133685560718,0.001
351,10,12.5991764069,26.0740245566,yacht,2,radialflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001
352,10,6.21245574951,4.87878288976,yacht,1,radialflow,8,0.972426099398,adam,0.893157953082,0.000197128658506,0.1
353,100,inf,inf,yacht,5,radialflow,20,0.906731016827,rmsprop,0.00427929939969,1.96323352504e-05,0.001
354,10,0.496789783239,23.8091556912,yacht,7,radialflowdet,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001
355,10,0.495242059231,7.5669304984,yacht,5,radialflowdet,2,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001
356,100,0.732531011105,284.934403147,yacht,7,radialflowdet,3,0.879320182305,adadelta,0.969514489555,1e-08,0.1
357,10,0.550539672375,-0.866279919942,yacht,2,radialflowdet,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001
358,1,0.531363606453,-1.44876080922,yacht,2,radialflowdet,8,0.798612856639,adam,0.00161934012762,0.000245545726856,0.001
359,100,inf,485212.193638,yacht,5,radialflowdet,20,0.906731016827,rmsprop,0.00427929939969,1.96323352504e-05,0.001
